dataset,modelo,instance,time_milp,len_milp,time_milp_relaxed,len_milp_relaxed
iris,model_1layers_20neurons.h5,23,0.059643268585205,3,"[0.0460667610168457, 0.04405832290649414, 0.045546770095825195, 0.03781270980834961, 0.03672027587890625, 0.037177324295043945, 0.04959511756896973, 0.04543709754943848, 0.04470348358154297, 0.04708075523376465]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 3]"
iris,model_1layers_20neurons.h5,24,0.0529520511627197,3,"[0.03423738479614258, 0.04112863540649414, 0.035033464431762695, 0.03384971618652344, 0.03532981872558594, 0.03260183334350586, 0.03310871124267578, 0.03693723678588867, 0.0321197509765625, 0.04883122444152832]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
iris,model_1layers_20neurons.h5,25,0.0651605129241943,3,"[0.03650522232055664, 0.033170223236083984, 0.03329968452453613, 0.03091120719909668, 0.034728050231933594, 0.036200761795043945, 0.05044722557067871, 0.05019187927246094, 0.06627655029296875, 0.05267024040222168]","[0, 0, 0, 0, 0, 0, 2, 2, 2, 3]"
iris,model_1layers_20neurons.h5,26,0.0550172328948974,3,"[0.032134294509887695, 0.031235694885253906, 0.028293609619140625, 0.03211045265197754, 0.03213763236999512, 0.03170609474182129, 0.035192251205444336, 0.03512740135192871, 0.06009197235107422, 0.07374382019042969]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 3]"
iris,model_1layers_20neurons.h5,27,0.0543920993804931,2,"[0.03578996658325195, 0.03295326232910156, 0.03381609916687012, 0.03532147407531738, 0.03715872764587402, 0.027982473373413086, 0.06001472473144531, 0.061508893966674805, 0.05400800704956055, 0.04583907127380371]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
iris,model_1layers_20neurons.h5,28,0.0389807224273681,3,"[0.03565096855163574, 0.031316280364990234, 0.029320478439331055, 0.03281903266906738, 0.03197169303894043, 0.03649616241455078, 0.04250788688659668, 0.03288769721984863, 0.031184911727905273, 0.03996634483337402]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,29,0.051393985748291,3,"[0.045528411865234375, 0.03701949119567871, 0.028968334197998047, 0.030909061431884766, 0.0343782901763916, 0.03175783157348633, 0.23973751068115234, 0.03360104560852051, 0.03391146659851074, 0.04174017906188965]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,30,0.0640261173248291,3,"[0.035238027572631836, 0.03711056709289551, 0.031548261642456055, 0.0304718017578125, 0.031897783279418945, 0.03169989585876465, 0.039240360260009766, 0.03216719627380371, 0.031397342681884766, 0.04116010665893555]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,31,0.043238878250122,3,"[0.03515291213989258, 0.03712582588195801, 0.03688406944274902, 0.030769824981689453, 0.03029775619506836, 0.031115293502807617, 0.030491352081298828, 0.03321719169616699, 0.02886819839477539, 0.0377497673034668]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,32,0.04734468460083,3,"[0.032465219497680664, 0.03093576431274414, 0.03942990303039551, 0.039437294006347656, 0.03453493118286133, 0.03707242012023926, 0.039743900299072266, 0.05170130729675293, 0.05493807792663574, 0.046164512634277344]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,33,0.0521254539489746,3,"[0.03875112533569336, 0.05384635925292969, 0.033640384674072266, 0.03386974334716797, 0.03152132034301758, 0.03227066993713379, 0.031072616577148438, 0.031417131423950195, 0.03553462028503418, 0.0421907901763916]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 3]"
iris,model_1layers_20neurons.h5,34,0.0415549278259277,3,"[0.03300809860229492, 0.03316211700439453, 0.03812122344970703, 0.03501009941101074, 0.03580665588378906, 0.032155752182006836, 0.03380393981933594, 0.03287100791931152, 0.03050398826599121, 0.03674602508544922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,35,0.045539379119873,4,"[0.03470587730407715, 0.03493905067443848, 0.03821444511413574, 0.04118537902832031, 0.03690671920776367, 0.04305410385131836, 0.0368504524230957, 0.040728092193603516, 0.036519527435302734, 0.04145169258117676]","[0, 0, 0, 0, 0, 1, 1, 4, 4, 4]"
iris,model_1layers_20neurons.h5,36,0.054422378540039,3,"[0.03676939010620117, 0.03136754035949707, 0.033487558364868164, 0.03989124298095703, 0.038260698318481445, 0.03862810134887695, 0.053095102310180664, 0.046918630599975586, 0.04624056816101074, 0.04868364334106445]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,37,0.0378491878509521,3,"[0.03015589714050293, 0.03465390205383301, 0.04526090621948242, 0.049547672271728516, 0.0411677360534668, 0.03566265106201172, 0.03343629837036133, 0.037709951400756836, 0.031245946884155273, 0.03523898124694824]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,38,0.0358800888061523,3,"[0.03323054313659668, 0.03290367126464844, 0.03843259811401367, 0.03823566436767578, 0.029979705810546875, 0.03197216987609863, 0.03130698204040527, 0.03610038757324219, 0.0374760627746582, 0.03924059867858887]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,39,0.0427198410034179,3,"[0.03524947166442871, 0.0360107421875, 0.0388638973236084, 0.048964500427246094, 0.035871028900146484, 0.034026384353637695, 0.03551197052001953, 0.036604881286621094, 0.03623175621032715, 0.038941383361816406]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
iris,model_1layers_20neurons.h5,40,0.0405464172363281,4,"[0.035044193267822266, 0.032402992248535156, 0.0315854549407959, 0.0336604118347168, 0.04583549499511719, 0.03698873519897461, 0.035917043685913086, 0.03817033767700195, 0.040380239486694336, 0.03858661651611328]","[0, 0, 0, 0, 1, 1, 1, 4, 4, 4]"
