Model Name,Training Time,Train Accuracy,Test Accuracy
model_3layers_20neurons,28.63248014450073,0.98591548204422,1.0
model_2layers_20neurons,27.04140329360962,0.98591548204422,1.0
model_1layers_20neurons,23.59798789024353,0.98591548204422,0.9722222089767456
model_0layers_20neurons,22.018576622009277,0.8521126508712769,0.9722222089767456
