instance_index,tempo_original,tempo_relaxado,tempo_relaxado_global,len_original,len_relaxado,len_relaxado_global,delta,explanation,explanation_relaxed,explanation_relaxed_global
0,,,0.07518768310546875,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
1,,,0.08299994468688965,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
2,,,0.07732534408569336,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
3,,,0.06816935539245605,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
4,,,0.04868769645690918,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
5,,,0.08029651641845703,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
6,,,0.08240056037902832,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
7,,,0.22143959999084473,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
8,,,0.07736825942993164,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
9,,,0.07901430130004883,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
10,,,0.17792606353759766,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
11,,,0.10981369018554688,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
12,,,0.09018993377685547,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
13,,,0.12372660636901855,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
14,,,0.1048882007598877,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
15,,,0.06374359130859375,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
16,,,0.07096743583679199,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
17,,,0.07087135314941406,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
18,,,0.08093476295471191,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
19,,,0.06234288215637207,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
20,,,0.05917644500732422,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
21,,,0.05792498588562012,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
22,,,0.1419687271118164,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
23,,,0.06206774711608887,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
24,,,0.05156850814819336,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
25,,,0.05931425094604492,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
26,,,0.055496931076049805,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
27,,,0.0598902702331543,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
28,,,0.13465404510498047,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
29,,,0.08205509185791016,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
30,,,0.045827388763427734,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
31,,,0.04927253723144531,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
32,,,0.05322575569152832,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
33,,,0.05556440353393555,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
34,,,0.04528379440307617,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
35,,,0.06802606582641602,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
36,,,0.07861828804016113,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
37,,,0.07866525650024414,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
38,,,0.05798077583312988,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
39,,,0.050811767578125,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
40,,,0.04263710975646973,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
41,,,0.06032371520996094,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
42,,,0.06574892997741699,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
43,,,0.0755314826965332,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
44,,,0.051003217697143555,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
45,,,0.04949378967285156,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
46,,,0.04537200927734375,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
47,,,0.052611589431762695,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
48,,,0.051204681396484375,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
49,,,0.06000208854675293,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
50,,,0.0592188835144043,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
51,,,0.06240534782409668,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
