Model Name,Training Time,Train Accuracy,Test Accuracy
model_1layers_20neurons,24.74605774879456,0.9583333134651184,0.9666666388511658
model_2layers_20neurons,24.210440635681152,0.975000023841858,0.9333333373069764
model_4layers_20neurons,21.05410051345825,0.9666666388511658,0.9666666388511658
model_3layers_20neurons,21.46943473815918,0.9666666388511658,0.9666666388511658
