Model Name,Training Time,Train Accuracy,Test Accuracy
model_1layers_20neurons,36.18473267555237,0.9670329689979552,0.9824561476707458
model_2layers_20neurons,20.262061595916748,0.9780219793319702,0.9824561476707458
model_3layers_20neurons,22.31664443016052,0.9758241772651672,0.9824561476707458
model_4layers_20neurons,17.308327198028564,0.9890109896659852,0.9824561476707458
model_5layers_20neurons,17.039359092712402,0.9824175834655762,0.9824561476707458
