dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_2layers_20neurons.h5,29,"[0.053562164306640625, 0.06885600090026855, 0.08651900291442871, 0.08188414573669434, 0.06731939315795898, 0.07214140892028809, 0.07461953163146973, 0.07356977462768555, 0.08894920349121094, 0.07442665100097656]","[0, 1, 2, 2, 2, 2, 2, 2, 3, 3]","[4, 3, 2, 2, 2, 2, 2, 2, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.13125), docplex.mp.RangeConstraint[input_range_1](0.4625,x_1,0.6625), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1535714285714285), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1454545454545454)]}, {'eq': {'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.23125), docplex.mp.RangeConstraint[input_range_1](0.3625,x_1,0.7625), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2535714285714285)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.33125), docplex.mp.RangeConstraint[input_range_1](0.2625,x_1,0.8625)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.43125), docplex.mp.RangeConstraint[input_range_1](0.16249999999999998,x_1,0.9625)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.53125), docplex.mp.RangeConstraint[input_range_1](0.0625,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.63125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.73125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.83125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.93125)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,30,"[0.038858890533447266, 0.050891876220703125, 0.059916019439697266, 0.07406926155090332, 0.07571125030517578, 0.06333708763122559, 0.06566023826599121, 0.060086727142333984, 0.061318397521972656, 0.061342716217041016]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1882352941176469), docplex.mp.RangeConstraint[input_range_1](0.5666666666666668,x_1,0.7666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.2882352941176469), docplex.mp.RangeConstraint[input_range_1](0.46666666666666673,x_1,0.8666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3882352941176469), docplex.mp.RangeConstraint[input_range_1](0.36666666666666675,x_1,0.9666666666666668), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.48823529411764693), docplex.mp.RangeConstraint[input_range_1](0.2666666666666667,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5882352941176469), docplex.mp.RangeConstraint[input_range_1](0.16666666666666674,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6882352941176468), docplex.mp.RangeConstraint[input_range_1](0.06666666666666676,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7882352941176468), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8882352941176469), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9882352941176469), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,31,"[0.2334766387939453, 0.046112060546875, 0.0671842098236084, 0.0618746280670166, 0.05196571350097656, 0.05916285514831543, 0.07349658012390137, 0.0618281364440918, 0.06716704368591309, 0.05844259262084961]","[0, 0, 1, 2, 2, 2, 2, 3, 3, 3]","[4, 4, 3, 2, 2, 2, 2, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31176470588235294,x_0,0.511764705882353), docplex.mp.RangeConstraint[input_range_1](0.9,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0.024999999999999994,x_3,0.225)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21176470588235297,x_0,0.611764705882353), docplex.mp.RangeConstraint[input_range_1](0.8,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.325)]}, {'eq': {'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11176470588235299,x_0,0.711764705882353), docplex.mp.RangeConstraint[input_range_1](0.7,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.387719298245614)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.011764705882352955,x_0,0.8117647058823529), docplex.mp.RangeConstraint[input_range_1](0.6,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.911764705882353), docplex.mp.RangeConstraint[input_range_1](0.5,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.30000000000000004,x_1,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,32,"[0.1294081211090088, 0.09829473495483398, 0.10388016700744629, 0.0720529556274414, 0.05420660972595215, 0.051258087158203125, 0.05323529243469238, 0.05514025688171387, 0.05371713638305664, 0.051047563552856445]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.6058823529411764,x_0,0.8058823529411764), docplex.mp.RangeConstraint[input_range_1](0.35833333333333317,x_1,0.5583333333333332)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5058823529411764,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.10588235294117643,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.00588235294117645,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,33,"[0.048007965087890625, 0.06013679504394531, 0.06989049911499023, 0.06712174415588379, 0.22581219673156738, 0.0681769847869873, 0.0675663948059082, 0.07091665267944336, 0.0693361759185791, 0.12012839317321777]","[0, 1, 2, 2, 2, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04705882352941168,x_0,0.2470588235294117), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.005263157894736789,x_2,0.20526315789473681), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3470588235294117), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3052631578947368)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4470588235294117), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5470588235294117), docplex.mp.RangeConstraint[input_range_1](0.18333333333333324,x_1,0.9833333333333333)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6470588235294117), docplex.mp.RangeConstraint[input_range_1](0.08333333333333326,x_1,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7470588235294117)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8470588235294116)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9470588235294117)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,34,"[0.06464362144470215, 0.07303309440612793, 0.08699584007263184, 0.08834457397460938, 0.11372184753417969, 0.1199495792388916, 0.08167648315429688, 0.1293199062347412, 0.08664870262145996, 0.07288098335266113]","[0, 1, 2, 2, 2, 2, 2, 2, 3, 3]","[4, 3, 2, 2, 2, 2, 2, 2, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1294117647058824), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.22941176470588243), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3294117647058824), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.42941176470588244), docplex.mp.RangeConstraint[input_range_1](0.09999999999999998,x_1,0.9)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9294117647058824)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,35,"[0.06208682060241699, 0.07843422889709473, 0.07239222526550293, 0.10804462432861328, 0.07094907760620117, 0.08236408233642578, 0.07490730285644531, 0.07509160041809082, 0.07538747787475586, 0.07747340202331543]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}]"
iris,model_2layers_20neurons.h5,36,"[0.05074715614318848, 0.09348154067993164, 0.06847119331359863, 0.24594902992248535, 0.06809782981872559, 0.05258297920227051, 0.054164886474609375, 0.05022597312927246, 0.051865339279174805, 0.05416250228881836]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5176470588235295,x_0,0.7176470588235294), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4176470588235294,x_0,0.8176470588235294)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31764705882352945,x_0,0.9176470588235295)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21764705882352942,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11764705882352944,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.01764705882352946,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,37,"[0.04201316833496094, 0.0547947883605957, 0.06365156173706055, 0.06894826889038086, 0.07402849197387695, 0.07350540161132812, 0.06885600090026855, 0.0708165168762207, 0.07787609100341797, 0.07310676574707031]","[0, 1, 2, 2, 2, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.425,x_1,0.825), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.325,x_1,0.925)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.22499999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_1](0.125,x_1,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,38,"[0.04266524314880371, 0.054982662200927734, 0.07397961616516113, 0.09320235252380371, 0.06725955009460449, 0.06353282928466797, 0.0686485767364502, 0.07193827629089355, 0.24250268936157227, 0.07121491432189941]","[0, 1, 1, 2, 2, 2, 3, 3, 3, 3]","[4, 3, 3, 2, 2, 2, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.5666666666666668,x_1,0.7666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.46666666666666673,x_1,0.8666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_1](0.36666666666666675,x_1,0.9666666666666668), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.37017543859649116)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764), docplex.mp.RangeConstraint[input_range_1](0.2666666666666667,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764), docplex.mp.RangeConstraint[input_range_1](0.16666666666666674,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764), docplex.mp.RangeConstraint[input_range_1](0.06666666666666676,x_1,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,39,"[0.038487911224365234, 0.04189801216125488, 0.06444263458251953, 0.09069061279296875, 0.06451106071472168, 0.05871939659118652, 0.056405067443847656, 0.06163954734802246, 0.06359672546386719, 0.06319761276245117]","[0, 0, 1, 2, 2, 2, 2, 2, 3, 3]","[4, 4, 3, 2, 2, 2, 2, 2, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.7749999999999998,x_1,0.9749999999999998), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.6749999999999998,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2)]}, {'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.5749999999999997,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.387719298245614)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.47499999999999976,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_1](0.3749999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412), docplex.mp.RangeConstraint[input_range_1](0.2749999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413), docplex.mp.RangeConstraint[input_range_1](0.17499999999999982,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.07499999999999973,x_1,1)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
