dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_1layers_20neurons.h5,62,"[0.033049821853637695, 0.03770160675048828, 0.039707183837890625, 0.04453396797180176, 0.03592705726623535, 0.03435468673706055, 0.03753042221069336, 0.04797983169555664, 0.04281187057495117, 0.0439150333404541]","[0, 2, 2, 3, 3, 3, 4, 4, 4, 4]","[4, 2, 2, 1, 1, 1, 0, 0, 0, 0]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.31666666666666665,x_1,0.5166666666666667), docplex.mp.RangeConstraint[input_range_2](0.005263157894736789,x_2,0.20526315789473681), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.21666666666666667,x_1,0.6166666666666667)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.34166666666666656)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764)]}, {'eq': {'x_0': 0.2058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': []}, {'eq': {'x_0': 0.2058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': []}, {'eq': {'x_0': 0.2058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': []}, {'eq': {'x_0': 0.2058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': []}]"
iris,model_1layers_20neurons.h5,63,"[0.028892993927001953, 0.03436613082885742, 0.035762786865234375, 0.04835200309753418, 0.03744769096374512, 0.03946185111999512, 0.03701019287109375, 0.038059234619140625, 0.037085533142089844, 0.03868365287780762]","[0, 2, 2, 3, 3, 3, 4, 4, 4, 4]","[4, 2, 2, 1, 1, 1, 0, 0, 0, 0]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1352941176470586,x_0,0.33529411764705863), docplex.mp.RangeConstraint[input_range_1](0.44166666666666654,x_1,0.6416666666666665), docplex.mp.RangeConstraint[input_range_2](0.022807017543859595,x_2,0.22280701754385962), docplex.mp.RangeConstraint[input_range_3](0.0666666666666666,x_3,0.2666666666666666)]}, {'eq': {'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.03529411764705859,x_0,0.4352941176470586), docplex.mp.RangeConstraint[input_range_1](0.3416666666666665,x_1,0.7416666666666665)]}, {'eq': {'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5352941176470586), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.46666666666666656)]}, {'eq': {'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6352941176470586)]}, {'eq': {'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7352941176470587)]}, {'eq': {'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8352941176470585)]}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}, 'range': []}]"
iris,model_1layers_20neurons.h5,64,"[0.04299354553222656, 0.039313554763793945, 0.043004751205444336, 0.04230856895446777, 0.04723858833312988, 0.05956530570983887, 0.04720330238342285, 0.0398557186126709, 0.03992581367492676, 0.047338247299194336]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}]"
iris,model_1layers_20neurons.h5,65,"[0.033853769302368164, 0.035614728927612305, 0.04070639610290527, 0.034522056579589844, 0.040389299392700195, 0.04185986518859863, 0.038819313049316406, 0.04364371299743652, 0.03781890869140625, 0.037717580795288086]","[0, 1, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1352941176470586,x_0,0.33529411764705863), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.03529411764705859,x_0,0.4352941176470586), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5352941176470586), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6352941176470586), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.44166666666666665)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7352941176470587)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8352941176470585)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9352941176470586)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,66,"[0.04561638832092285, 0.03880143165588379, 0.04252934455871582, 0.041605472564697266, 0.043210506439208984, 0.0442967414855957, 0.04426860809326172, 0.04468178749084473, 0.045133113861083984, 0.04528188705444336]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}, 'range': []}]"
iris,model_1layers_20neurons.h5,67,"[0.04257702827453613, 0.03959393501281738, 0.038614511489868164, 0.03917741775512695, 0.041623830795288086, 0.044734954833984375, 0.0405275821685791, 0.037828683853149414, 0.03839468955993652, 0.03724551200866699]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}, 'range': []}]"
iris,model_1layers_20neurons.h5,68,"[0.029636144638061523, 0.03516101837158203, 0.04133462905883789, 0.033036231994628906, 0.03492546081542969, 0.053076744079589844, 0.05193829536437988, 0.03745532035827637, 0.035227298736572266, 0.03415346145629883]","[0, 1, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1882352941176469), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.2882352941176469), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3882352941176469), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.48823529411764693), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.44166666666666665)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5882352941176469)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6882352941176468)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7882352941176468)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8882352941176469)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9882352941176469)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,69,"[0.04052400588989258, 0.03900790214538574, 0.04525041580200195, 0.045807838439941406, 0.04557371139526367, 0.044550418853759766, 0.04133749008178711, 0.04648900032043457, 0.04184103012084961, 0.043702125549316406]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.5588235294117647, 'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}, 'range': []}]"
iris,model_1layers_20neurons.h5,70,"[0.04032158851623535, 0.04398751258850098, 0.03798270225524902, 0.03680825233459473, 0.034970998764038086, 0.039121389389038086, 0.03716278076171875, 0.03605389595031738, 0.034496307373046875, 0.03613758087158203]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}, 'range': []}]"
iris,model_1layers_20neurons.h5,71,"[0.03148627281188965, 0.03437352180480957, 0.03781270980834961, 0.032341718673706055, 0.04256796836853027, 0.03472089767456055, 0.03512120246887207, 0.049735307693481445, 0.03842663764953613, 0.038579702377319336]","[0, 0, 1, 2, 2, 2, 3, 3, 3, 3]","[4, 4, 3, 2, 2, 2, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.25294117647058834,x_0,0.4529411764705883), docplex.mp.RangeConstraint[input_range_1](0.8166666666666669,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1529411764705883,x_0,0.5529411764705883), docplex.mp.RangeConstraint[input_range_1](0.7166666666666668,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.052941176470588325,x_0,0.6529411764705884), docplex.mp.RangeConstraint[input_range_1](0.6166666666666669,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.37017543859649116)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7529411764705883), docplex.mp.RangeConstraint[input_range_1](0.5166666666666668,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8529411764705883), docplex.mp.RangeConstraint[input_range_1](0.41666666666666685,x_1,1)]}, {'eq': {'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9529411764705883), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.6416666666666666)]}, {'eq': {'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,72,"[0.040769338607788086, 0.04245901107788086, 0.03508400917053223, 0.03766942024230957, 0.038275957107543945, 0.0357365608215332, 0.03590583801269531, 0.04669761657714844, 0.04854393005371094, 0.040512800216674805]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,73,"[0.0433504581451416, 0.038872718811035156, 0.03482937812805176, 0.035642385482788086, 0.03706693649291992, 0.05102682113647461, 0.0476224422454834, 0.04463052749633789, 0.03868579864501953, 0.03361201286315918]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}]"
iris,model_1layers_20neurons.h5,74,"[0.039934396743774414, 0.05551552772521973, 0.05281496047973633, 0.05658602714538574, 0.03971433639526367, 0.04061460494995117, 0.03787636756896973, 0.042816877365112305, 0.0383448600769043, 0.04445648193359375]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}, 'range': []}]"
