Model Name,Training Time,Train Accuracy,Test Accuracy
model_1layers_20neurons,10.680736541748049,0.6829268336296082,0.5853658318519592
model_2layers_20neurons,11.435714960098268,0.6219512224197388,0.6585366129875183
model_3layers_20neurons,9.146480560302734,0.6036585569381714,0.5365853905677795
model_1layers_10neurons,9.850393056869509,0.5975610017776489,0.6341463327407837
model_2layers_10neurons,10.942750453948976,0.6402438879013062,0.5853658318519592
model_3layers_10neurons,9.911922693252563,0.5731707215309143,0.5365853905677795
model_1layers_5neurons,9.337187767028809,0.6036585569381714,0.6341463327407837
model_2layers_5neurons,9.227166414260864,0.6829268336296082,0.6585366129875183
model_3layers_5neurons,12.929244041442871,0.5487805008888245,0.5609756112098694
