instance_index,tempo_original,tempo_relaxado,tempo_relaxado_global,len_original,len_relaxado,len_relaxado_global,delta,explanation,explanation_relaxed,explanation_relaxed_global
0,,,0.22322750091552734,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
1,,,0.13042402267456055,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
2,,,0.7739496231079102,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
3,,,0.15131902694702148,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
4,,,0.2452831268310547,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
5,,,0.11358761787414551,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
6,,,0.08611440658569336,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
7,,,0.13025116920471191,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
8,,,0.20742201805114746,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
9,,,0.10715985298156738,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
10,,,0.10417819023132324,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
11,,,0.16508817672729492,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
12,,,0.28364992141723633,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
13,,,0.17358779907226562,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
14,,,0.2872653007507324,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
15,,,0.11177372932434082,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
16,,,0.7887659072875977,,,3,0.1,,,"[(0, 1), (1, 0), (1, 1)]"
17,,,0.16236066818237305,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
18,,,0.09563493728637695,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
19,,,0.10006833076477051,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
20,,,0.09662032127380371,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
21,,,0.12543964385986328,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
22,,,0.11468887329101562,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
23,,,0.08480143547058105,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
24,,,0.09233856201171875,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
25,,,0.12357187271118164,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
26,,,0.14998269081115723,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
27,,,0.112457275390625,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
28,,,0.08392572402954102,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
29,,,0.08730721473693848,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
30,,,0.16009068489074707,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
31,,,0.07034540176391602,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
32,,,0.147383451461792,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
33,,,0.0865793228149414,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
34,,,0.08197903633117676,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
35,,,0.10314226150512695,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
36,,,0.13390088081359863,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
37,,,0.09086918830871582,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
38,,,0.08207488059997559,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
39,,,0.0872800350189209,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
40,,,0.13789653778076172,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
41,,,0.0727536678314209,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
42,,,0.10852599143981934,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
43,,,0.06314301490783691,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
44,,,0.16799211502075195,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
45,,,0.08951067924499512,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
46,,,0.08498024940490723,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
47,,,0.07565617561340332,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
48,,,0.07622003555297852,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
49,,,0.0830235481262207,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
50,,,0.16355299949645996,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
51,,,0.07242965698242188,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
52,,,0.14065790176391602,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
53,,,0.20836257934570312,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
54,,,0.08394885063171387,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
55,,,0.07636404037475586,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
56,,,0.11033034324645996,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
57,,,0.09626889228820801,,,4,0.1,,,"[(0, 0), (0, 1), (1, 0), (1, 1)]"
