instance_index,tempo_original,tempo_relaxado,tempo_relaxado_global,len_original,len_relaxado,len_relaxado_global,delta,explanation,explanation_relaxed,explanation_relaxed_global
0,0.12540841102600098,0.08028674125671387,0.09141969680786133,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
1,0.0885457992553711,0.08639335632324219,0.08983492851257324,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
2,0.09326362609863281,0.08266377449035645,0.08524847030639648,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
3,0.0811011791229248,0.07914543151855469,0.0837547779083252,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
4,0.08131694793701172,0.09235310554504395,0.10338377952575684,4,3,4,0.1,"[(0, 0), (0, 1), (0, 2), (0, 3)]","[(0, 0), (0, 2), (0, 3)]","[(0, 0), (0, 1), (0, 2), (0, 3)]"
5,0.08813667297363281,0.08192133903503418,0.09143233299255371,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
6,0.08333969116210938,0.08152174949645996,0.09538125991821289,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
7,0.09990239143371582,0.09807181358337402,0.08492040634155273,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
8,0.08541011810302734,0.08136248588562012,0.08238792419433594,3,0,3,0.1,"[(0, 0), (0, 2), (0, 3)]",[],"[(0, 0), (0, 2), (0, 3)]"
9,0.0887904167175293,0.0857686996459961,0.10395574569702148,3,0,3,0.1,"[(0, 0), (0, 2), (0, 3)]",[],"[(0, 0), (0, 2), (0, 3)]"
10,0.10417509078979492,0.10148310661315918,0.08679771423339844,3,0,3,0.1,"[(0, 0), (0, 2), (0, 3)]",[],"[(0, 0), (0, 2), (0, 3)]"
11,0.08479499816894531,0.08460545539855957,0.0833895206451416,3,3,3,0.1,"[(0, 0), (0, 2), (0, 3)]","[(0, 0), (0, 2), (0, 3)]","[(0, 0), (0, 2), (0, 3)]"
12,0.08714151382446289,0.09654569625854492,0.10207128524780273,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
13,0.08173799514770508,0.08382964134216309,0.10228395462036133,4,1,4,0.1,"[(0, 0), (0, 1), (0, 2), (0, 3)]","[(0, 3)]","[(0, 0), (0, 1), (0, 2), (0, 3)]"
14,0.08257484436035156,0.07903718948364258,0.08571839332580566,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
15,0.09451699256896973,0.0811307430267334,0.08196759223937988,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
16,0.08338737487792969,0.08348369598388672,0.0873870849609375,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
17,0.08189845085144043,0.08504843711853027,0.08821272850036621,3,2,3,0.1,"[(0, 0), (0, 2), (0, 3)]","[(0, 0), (0, 3)]","[(0, 0), (0, 2), (0, 3)]"
18,0.08419466018676758,0.07695317268371582,0.0806424617767334,3,0,3,0.1,"[(0, 0), (0, 2), (0, 3)]",[],"[(0, 0), (0, 2), (0, 3)]"
19,0.25341057777404785,0.07936739921569824,0.0812220573425293,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
20,0.0819692611694336,0.08355832099914551,0.08834266662597656,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
21,0.08322596549987793,0.0802011489868164,0.10031604766845703,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
22,0.08255696296691895,0.08077454566955566,0.0819542407989502,3,0,3,0.1,"[(0, 1), (0, 2), (0, 3)]",[],"[(0, 1), (0, 2), (0, 3)]"
23,0.08293342590332031,0.08255958557128906,0.08623385429382324,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
24,0.08391118049621582,0.08501672744750977,0.0887765884399414,2,0,2,0.1,"[(0, 2), (0, 3)]",[],"[(0, 2), (0, 3)]"
