dataset,modelo,instance,original_time_milp,original_len_milp,original_explanation
iris,model_2layers_20neurons.h5,73,0.079883337020874,3,"{'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,74,0.0549204349517822,3,"{'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,75,0.042008638381958,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,76,0.0690240859985351,3,"{'x_1': 0.5833333333333333, 'x_2': 0.7719298245614036, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,77,0.0620691776275634,3,"{'x_1': 0.1249999999999998, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,78,0.0565838813781738,3,"{'x_1': 0.7916666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,79,0.0626642704010009,3,"{'x_1': 0.1249999999999998, 'x_2': 0.4035087719298245, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,80,0.0791118144989013,3,"{'x_1': 0.2916666666666667, 'x_2': 0.7543859649122806, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,81,0.0653891563415527,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,82,0.0624444484710693,2,"{'x_2': 0.0350877192982456, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,83,0.0588178634643554,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4912280701754385, 'x_3': 0.4166666666666667}"
iris,model_2layers_20neurons.h5,84,0.0472028255462646,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.7017543859649122, 'x_3': 0.6666666666666667}"
iris,model_2layers_20neurons.h5,85,0.0652534961700439,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,86,0.0879580974578857,3,"{'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}"
iris,model_2layers_20neurons.h5,87,0.0617895126342773,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,88,0.0773310661315918,3,"{'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}"
iris,model_2layers_20neurons.h5,89,0.0430757999420166,4,"{'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,90,0.0493395328521728,3,"{'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}"
iris,model_2layers_20neurons.h5,91,0.0779893398284912,3,"{'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,92,0.0716965198516845,3,"{'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}"
iris,model_2layers_20neurons.h5,93,0.0659146308898925,3,"{'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}"
iris,model_2layers_20neurons.h5,94,0.067758560180664,3,"{'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,95,0.0447285175323486,3,"{'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,96,0.0677008628845214,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,97,0.0621767044067382,2,"{'x_2': 0.0175438596491228, 'x_3': 0.0}"
iris,model_2layers_20neurons.h5,98,0.0693843364715576,3,"{'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,99,0.0756590366363525,3,"{'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,0,0.0824341773986816,3,"{'x_1': 0.3749999999999998, 'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,1,0.1883540153503418,2,"{'x_2': 0.0714285714285714, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,2,0.1442775726318359,2,"{'x_2': 1.0, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,3,0.1769192218780517,3,"{'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_3layers_20neurons.h5,4,0.0876221656799316,3,"{'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}"
iris,model_3layers_20neurons.h5,5,0.225898265838623,2,"{'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}"
iris,model_3layers_20neurons.h5,6,0.0708780288696289,3,"{'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}"
iris,model_3layers_20neurons.h5,7,0.1274540424346923,3,"{'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,8,0.1039016246795654,3,"{'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_3layers_20neurons.h5,9,0.0886945724487304,3,"{'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,10,0.1435282230377197,3,"{'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}"
iris,model_3layers_20neurons.h5,11,0.1929073333740234,2,"{'x_2': 0.0178571428571428, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,12,0.1576967239379882,2,"{'x_2': 0.0, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,13,0.1671319007873535,2,"{'x_2': 0.0357142857142856, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,14,0.2198646068572998,2,"{'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,15,0.0750429630279541,3,"{'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}"
iris,model_3layers_20neurons.h5,16,0.1074671745300293,3,"{'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}"
iris,model_3layers_20neurons.h5,17,0.1074910163879394,3,"{'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}"
iris,model_3layers_20neurons.h5,18,0.1759922504425048,3,"{'x_1': 0.3749999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.5454545454545455}"
iris,model_3layers_20neurons.h5,19,0.1210520267486572,3,"{'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9545454545454548}"
iris,model_3layers_20neurons.h5,20,0.1856207847595214,2,"{'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,21,0.1146492958068847,3,"{'x_1': 0.5, 'x_2': 0.6428571428571429, 'x_3': 0.7727272727272728}"
iris,model_3layers_20neurons.h5,22,0.210099458694458,2,"{'x_2': 0.0535714285714285, 'x_3': 0.1363636363636363}"
iris,model_3layers_20neurons.h5,23,0.1216392517089843,3,"{'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}"
iris,model_3layers_20neurons.h5,24,0.078958511352539,3,"{'x_0': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}"
iris,model_3layers_20neurons.h5,25,0.1471517086029052,3,"{'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,26,0.122018814086914,3,"{'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}"
iris,model_3layers_20neurons.h5,27,0.1222057342529296,3,"{'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,28,0.1851131916046142,2,"{'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,29,0.2176284790039062,2,"{'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,30,0.1671981811523437,2,"{'x_2': 0.0, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,31,0.2405905723571777,2,"{'x_2': 0.087719298245614, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,32,0.0742709636688232,3,"{'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,33,0.1941163539886474,2,"{'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,34,0.1815083026885986,2,"{'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,35,0.1258559226989746,3,"{'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,36,0.3285343647003174,3,"{'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,37,0.2253341674804687,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,38,0.1945612430572509,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,39,0.1942112445831298,2,"{'x_2': 0.087719298245614, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,40,0.1347179412841797,3,"{'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,41,0.139528751373291,3,"{'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}"
iris,model_3layers_20neurons.h5,42,0.074047565460205,3,"{'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,43,0.1850450038909912,2,"{'x_2': 0.0526315789473684, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,44,0.1848120689392089,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,45,0.0885560512542724,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,46,0.0691721439361572,4,"{'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,47,0.1242225170135498,3,"{'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,48,0.0867445468902587,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,49,0.1418254375457763,2,"{'x_2': 0.8947368421052629, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,50,0.0842211246490478,3,"{'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,51,0.1323969364166259,3,"{'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}"
iris,model_3layers_20neurons.h5,52,0.1074848175048828,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,53,0.1862797737121582,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,54,0.1375982761383056,3,"{'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}"
iris,model_3layers_20neurons.h5,55,0.1125428676605224,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,56,0.2086572647094726,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,57,0.1709954738616943,2,"{'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}"
iris,model_3layers_20neurons.h5,58,0.3000521659851074,2,"{'x_2': 0.1578947368421052, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,59,0.1302838325500488,3,"{'x_1': 0.0, 'x_2': 0.4385964912280701, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,60,0.1092252731323242,3,"{'x_1': 0.2916666666666667, 'x_2': 0.6842105263157895, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,61,0.2063450813293457,2,"{'x_2': 0.1578947368421052, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,62,0.1974434852600097,2,"{'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,63,0.1906445026397705,3,"{'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}"
iris,model_3layers_20neurons.h5,64,0.1072499752044677,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,65,0.2255120277404785,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,66,0.0988035202026367,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}"
iris,model_3layers_20neurons.h5,67,0.1135125160217285,3,"{'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}"
iris,model_3layers_20neurons.h5,68,0.2503361701965332,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,69,0.0954601764678955,3,"{'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,70,0.1119852066040039,3,"{'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}"
iris,model_3layers_20neurons.h5,71,0.2011678218841552,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,72,0.1097424030303955,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,73,0.1306262016296386,3,"{'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,74,0.1062150001525878,3,"{'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,75,0.0896558761596679,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,76,0.2747921943664551,3,"{'x_1': 0.5833333333333333, 'x_2': 0.7719298245614036, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,77,0.1391136646270752,3,"{'x_1': 0.1249999999999998, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,78,0.2215721607208252,2,"{'x_2': 0.1228070175438596, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,79,0.1413860321044922,3,"{'x_1': 0.1249999999999998, 'x_2': 0.4035087719298245, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,80,0.1340079307556152,3,"{'x_1': 0.2916666666666667, 'x_2': 0.7543859649122806, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,81,0.1986811161041259,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,82,0.1555047035217285,2,"{'x_2': 0.0350877192982456, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,83,0.0996041297912597,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4912280701754385, 'x_3': 0.4166666666666667}"
iris,model_3layers_20neurons.h5,84,0.1504967212677002,3,"{'x_1': 0.4166666666666667, 'x_2': 0.7017543859649122, 'x_3': 0.6666666666666667}"
iris,model_3layers_20neurons.h5,85,0.2004616260528564,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,86,0.1352343559265136,3,"{'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}"
iris,model_3layers_20neurons.h5,87,0.2045962810516357,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,88,0.2635362148284912,3,"{'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}"
iris,model_3layers_20neurons.h5,89,0.0509812831878662,4,"{'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,90,0.0953269004821777,3,"{'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}"
iris,model_3layers_20neurons.h5,91,0.1226310729980468,3,"{'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,92,0.0899326801300048,3,"{'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}"
iris,model_3layers_20neurons.h5,93,0.1077477931976318,3,"{'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,94,0.0856201648712158,3,"{'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,95,0.0775275230407714,3,"{'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,96,0.1981074810028076,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,97,0.1816058158874511,2,"{'x_2': 0.0175438596491228, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,98,0.1056220531463623,3,"{'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,99,0.11780977249145508,3,"{'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}"
